"","Image_name","ObjectNumber","Location_Center_X","Location_Center_Y","HLA.ABC","CD57","CD31","CD14","C.peptide","Nestin","Glucagon","pan.Keratin","CD11b","CD44","PDX.1","CD45","CD56","beta.Actin","Foxp3","CD4","NKX6.1","CD68","Somatostatin","CD20","CD8","CD99","CA2","NFkb","GnzB","Ki67","Collagen","CD3","p16","pS6","CD45RO","HLA.DR","PP","GHRL","DNA191","DNA193"
"cell_1350","NPOD6009_Head_ROI1",1350,749.5794393,157.7757009,1.2648448,0.15859712,0.15859712,2.6935296,0.32702464,0.15859712,0.54198272,0.28966912,1.212416,0.1212416,0.19595264,0.14942208,0.15859712,3.6831232,0.851968,0.64487424,0.07471104,3.4603008,0.33619968,0.065404928,0.21495808,6.981419008,0.14024704,0.131072,0.046727168,0.028049408,11.364663296,0.27131904,1.015808,0.6356992,0.2523136,2.9556736,0.14942208,0.36438016,52.552204288,95.9266816
"cell_1351","NPOD6009_Head_ROI1",1351,758.9516129,156.5967742,1.5990784,0.14548992,0.37093376,2.3527424,0.4030464,0.7929856,0.37093376,2.3068672,5.1314688,0.17760256,0.16121856,0.24182784,0.35454976,3.9190528,1.0944512,0.38731776,0.2097152,1.7563648,0.33882112,0.09699328,0.30670848,5.308416,0.11272192,0.14548992,0.12910592,0.064487424,3.5323904,0.30670848,1.4680064,0.51642368,0.1933312,4.25984,0.30670848,0.2097152,83.501252608,152.953946112
"cell_1352","NPOD6009_Head_ROI1",1352,847.4835165,157.2967033,3.1195136,0.17563648,1.1730944,0.7471104,0.26345472,0.3407872,0.23068672,1.1665408,3.5913728,0.19791872,0.12058624,0.20905984,0.24182784,4.5416448,1.2189696,0.31850496,0.19791872,0.58261504,0.32964608,0.054919168,0.29687808,4.6268416,0.1540096,0.11010048,0.06619136,0.02195456,0.8585216,0.39583744,1.8481152,0.9371648,0.17563648,1.3500416,0.14286848,0.13172736,82.869420032,151.848484864
"cell_1353","NPOD6009_Head_ROI1",1353,884.3278689,155.557377,1.277952,0.212992,0.24576,0.884736,0.147456,0.16384,0.114688,0.8388608,0.753664,0.16384,0.049152,0.147456,1.8874368,3.309568,0.8192,0.32768,0.196608,0.7405568,0.180224,0.16384,0.262144,3.964928,0.229376,0.16384,0.08192,0.049152,6.4290816,0.262144,0.98304,2.260992,0.16384,0.65536,0.196608,0.131072,67.115810816,123.378925568
"cell_1354","NPOD6009_Head_ROI1",1354,965.4819277,157.9759036,0.6619136,0.12058624,0.20512768,0.8650752,0.26476544,0.24117248,0.28901376,3.3488896,4.9414144,0.4096,0.4096,0.22872064,0.3375104,3.9124992,1.9136512,0.51838976,0.18087936,0.55443456,0.4816896,0.18087936,0.49414144,5.0593792,0.18087936,0.22872064,0.09633792,0.060227584,0.9043968,0.62652416,1.5663104,1.2189696,0.36175872,1.0354688,0.16842752,0.27721728,78.832533504,141.761183744
"cell_1355","NPOD6009_Head_ROI1",1355,990.5438596,159.4122807,1.015808,0.14942208,0.12255232,1.0027008,0.31588352,0.26345472,0.33357824,4.7710208,12.90371072,0.38600704,0.65536,0.28966912,0.39452672,4.2663936,1.6580608,0.63176704,0.30670848,0.5701632,0.65536,0.21037056,0.61407232,5.9506688,0.34209792,0.28966912,0.14942208,0.043843584,1.0420224,0.622592,1.4155776,0.9240576,0.16646144,0.6684672,0.14942208,0.28049408,79.71176448,149.940862976
"cell_1356","NPOD6009_Head_ROI1",1356,19.1509434,157.6226415,1.7956864,0.33030144,0.19791872,1.47456,0.17956864,0.24510464,0.32047104,9.443540992,4.5744128,0.7274496,2.8704768,0.32047104,0.5472256,5.537792,2.1430272,0.63176704,0.753664,0.7012352,0.25493504,0.24510464,0.6815744,4.8037888,0.45285376,2.228224,0.14155776,0.0851968,1.5859712,0.57540608,2.0774912,0.950272,0.17956864,0.7667712,0.311296,0.33030144,82.708791296,152.077795328
"cell_1357","NPOD6009_Head_ROI1",1357,48.42028986,158.6666667,1.769472,0.14483456,0.36241408,0.9568256,0.15925248,0.18808832,0.23199744,4.4957696,8.521842688,0.23199744,0.31916032,0.33357824,0.43450368,4.030464,1.6384,0.63766528,0.18808832,0.49283072,0.42008576,0.13041664,0.53608448,5.5771136,0.18808832,0.2752512,0.18808832,0.07274496,0.9699328,0.5505024,2.031616,1.1862016,0.18808832,1.736704,0.23199744,0.21757952,78.928740352,148.031275008
"cell_1358","NPOD6009_Head_ROI1",1358,382.7938931,160.0610687,1.2386304,0.22151168,0.22872064,1.1010048,0.24444928,0.21364736,0.28246016,8.183349248,3.7224448,0.45023232,3.571712,0.24444928,0.32833536,6.633684992,1.5859712,0.57278464,0.9109504,3.1653888,0.27459584,0.14483456,0.4882432,4.128768,0.54984704,1.540096,0.1376256,0.10682368,0.786432,0.64094208,1.8939904,1.7432576,0.39714816,0.42729472,0.30539776,0.1605632,82.566119424,152.452726784
"cell_1359","NPOD6009_Head_ROI1",1359,407.1052632,157.8289474,2.3134208,0.34209792,0.21037056,7.171145728,0.23658496,0.38141952,0.34209792,1.8153472,2.2478848,0.64487424,0.26345472,0.57868288,0.53936128,13.934395392,2.3396352,0.7077888,0.30277632,4.1418752,0.34209792,0.22347776,0.60555264,6.644826112,0.26345472,0.13172736,0.18415616,0.039452672,3.4340864,0.9240576,1.6318464,4.5809664,1.2255232,9.82908928,0.27656192,0.34209792,53.474492416,98.94887424
"cell_1360","NPOD6009_Head_ROI1",1360,464.2253521,160.2816901,0.9699328,0.20447232,0.18284544,1.015808,0.13369344,0.16908288,0.24641536,4.7775744,5.5771136,0.19726336,0.32374784,0.2818048,0.24641536,4.6465024,1.6580608,0.55640064,0.16187392,0.7340032,0.24641536,0.11993088,0.45088768,5.2232192,0.18284544,0.30277632,0.15466496,0.035192832,0.50003968,0.7274496,1.998848,1.769472,0.2392064,0.50724864,0.2818048,0.3735552,71.09967872,132.741464064
"cell_1361","NPOD6009_Head_ROI1",1361,35.75,155.25,0.9568256,0.12517376,0.08323072,0.41680896,0.08323072,0.24969216,0.12517376,1.1272192,1.6646144,0.2916352,0.12517376,0.16646144,1.835008,2.0447232,0.8323072,0.20840448,0.16646144,0.16646144,0.16646144,0.12517376,0.20840448,4.8758784,0.16646144,0.041680896,0,0,2.3724032,0.33357824,0.8323072,0.7077888,0.16646144,0.7929856,0.12517376,0.2916352,60.750954496,108.876660736
"cell_1362","NPOD6009_Head_ROI1",1362,204.5638298,161.393617,0.9895936,0.1277952,0.13828096,0.9568256,0.063832064,0.20185088,0.22347776,4.0828928,5.9572224,0.31916032,0.46792704,0.11730944,0.36175872,4.4367872,1.8415616,0.5210112,0.1703936,2.490368,0.19136512,0.11730944,0.46792704,4.9348608,0.1703936,0.30867456,0.10616832,0.063832064,1.6777216,0.7012352,2.424832,3.6306944,0.51052544,0.40435712,0.24444928,0.23396352,94.852481024,174.353743872
"cell_1363","NPOD6009_Head_ROI1",1363,249.0491803,159.0163934,1.441792,0.262144,0.229376,1.703936,0.114688,0.08192,0.311296,5.308416,3.8535168,0.458752,3.3292288,0.294912,0.229376,5.210112,2.0185088,0.6750208,1.1337728,0.442368,0.16384,0.24576,0.442368,2.8704768,1.277952,1.47456,0.376832,0.098304,4.882432,0.63963136,1.3303808,5.8064896,0.360448,0.311296,0.147456,0.229376,71.607648256,132.100390912
"cell_1364","NPOD6009_Head_ROI1",1364,272.140625,157.671875,1.4680064,0.10944512,0.2654208,1.048576,0.24969216,0.344064,0.18743296,7.453212672,4.8562176,0.59375616,4.063232,0.32833536,0.37486592,6.5142784,1.6384,0.62521344,1.4352384,0.51576832,0.1409024,0.15597568,1.376256,1.5466496,0.43778048,2.7983872,0.21889024,0.04685824,3.3882112,0.7667712,3.1719424,3.5127296,0.7340032,0.7995392,0.2031616,0.21889024,151.846060032,276.363608064
"cell_1365","NPOD6009_Head_ROI1",1365,333.2063492,162.2857143,1.2386304,0.18284544,0.23003136,1.3500416,0.22216704,0.22216704,0.39714816,4.8431104,4.1353216,0.39714816,0.61079552,0.46006272,0.36503552,9.579528192,2.1823488,0.6684672,0.21430272,1.1927552,0.32571392,0.1507328,2.0250624,5.6492032,0.25427968,0.40501248,0.17432576,4.554752,1.1927552,1.0092544,1.9202048,2.2872064,0.6619136,3.0932992,0.28573696,0.42860544,83.461603328,158.351622144
"cell_1366","NPOD6009_Head_ROI1",1366,501.826087,160.2934783,4.521984,0.24969216,0.7405568,6.0358656,0.58720256,1.2517376,0.52166656,1.0747904,2.883584,0.58720256,0.26083328,0.35848192,0.30408704,9.17405696,1.5335424,0.8060928,0.15204352,7.53270784,0.29360128,0.13041664,0.6815744,5.6950784,0.15204352,0.22806528,0.16318464,0.8257536,1.7301504,0.63045632,1.5335424,1.3041664,0.1736704,2.5296896,0.19595264,0.2392064,73.620717568,139.19780864
"cell_1367","NPOD6009_Head_ROI1",1367,534.7931034,159.5,3.5258368,0.29294592,0.26738688,3.1195136,0.60358656,0.3964928,0.41353216,5.2494336,4.1353216,1.8481152,0.43122688,0.7929856,1.4811136,13.431209984,2.2740992,0.98304,0.2326528,8.96565248,0.58589184,0.21561344,0.7995392,4.7579136,0.40501248,0.24969216,0.7602176,0.034471936,0.688128,0.60358656,1.0682368,2.12992,1.5532032,8.508735488,0.36175872,0.24969216,29.569384448,55.975018496
"cell_1368","NPOD6009_Head_ROI1",1368,564.28,157.9333333,1.6384,0.1867776,0.21364736,1.2386304,0.21364736,0.1867776,0.33357824,6.933446656,1.9202048,0.21364736,3.7748736,0.27983872,0.15990784,5.0528256,1.703936,0.3997696,1.1993088,0.917504,0.26673152,0.13303808,0.45350912,1.6777216,1.0551296,1.6121856,0.15990784,0.07995392,1.8415616,0.5865472,2.3199744,3.6241408,0.51970048,0.7733248,0.31981568,0.11993088,130.175336448,240.843685888
"cell_1369","NPOD6009_Head_ROI1",1369,610.7244898,158.8367347,1.0289152,0.10223616,0.11206656,1.9398656,0.25493504,0.10223616,0.2654208,0.64290816,1.5794176,0.25493504,0.23461888,0.1835008,0.1736704,2.9884416,0.8978432,0.37748736,0.1736704,0.61210624,0.2752512,0.10223616,0.28573696,4.227072,0.11206656,0.19398656,0.11206656,0.030605312,9.694019584,0.39780352,0.9895936,1.3697024,0.23461888,1.4614528,0.16318464,0.13238272,96.603537408,182.502817792
"cell_1370","NPOD6009_Head_ROI1",1370,681.6938776,159.4387755,0.917504,0.15335424,0.12255232,0.6619136,0.19398656,0.21430272,0.22478848,4.0435712,5.8195968,0.3571712,0.51052544,0.19398656,0.37748736,5.013504,1.3893632,0.57147392,0.13238272,0.46923776,0.28573696,0.051052544,0.622592,3.6962304,0.20381696,0.38797312,0.07143424,0.040828928,0.56098816,0.58195968,1.5597568,0.8454144,0.40828928,0.4489216,0.20381696,0.1835008,81.450237952,150.736994304
"cell_1371","NPOD6009_Head_ROI1",1371,725.0740741,158.462963,1.835008,0.09240576,0.3702784,0.62980096,0.25952256,0.12976128,0.22216704,0.3702784,1.0747904,0.16646144,0.055574528,0.20381696,0.20381696,2.7066368,0.6684672,0.40763392,0.07405568,0.8323072,0.1114112,0.07405568,0.29622272,7.018643456,0.1114112,0.09240576,0.09240576,0.09240576,27.222605824,0.27787264,1.2189696,0.1114112,0.1114112,0.16646144,0.12976128,0.16646144,24.296685568,46.64885248
"cell_1372","NPOD6009_Head_ROI1",1372,785.05,160.025,2.3003136,0.1998848,0.41222144,1.4876672,0.41222144,1.0223616,0.52494336,0.56229888,2.162688,0.24969216,0.3997696,0.41222144,0.31260672,7.137591296,1.5007744,0.41222144,0.16252928,2.5624576,0.36241408,0.1998848,1.5859712,3.9256064,0.12517376,0.48758784,0.54984704,0.10027008,2.7394048,0.65011712,2.78528,3.5258368,0.1376256,1.3500416,0.31260672,0.18743296,171.052630016,315.854815232
"cell_1373","NPOD6009_Head_ROI1",1373,869.3076923,159.7596154,0.786432,0.1343488,0.12517376,0.884736,0.11534336,0.22085632,0.22085632,2.5100288,5.7802752,0.12517376,0.37486592,0.22085632,0.24969216,3.4013184,1.2910592,0.34603008,0.16318464,0.35586048,0.33685504,0.09633792,0.4325376,2.9425664,0.11534336,0.1343488,0.07667712,0.07667712,1.0944512,0.49020928,1.6252928,0.786432,0.24051712,0.42336256,0.16318464,0.18284544,83.78974208,159.762087936
"cell_1374","NPOD6009_Head_ROI1",1374,924.3181818,159.030303,0.65142784,0.13631488,0.1212416,0.9568256,0.18153472,0.19726336,0.22740992,4.25984,7.712210944,0.65142784,0.62128128,0.1212416,0.4390912,5.013504,1.5597568,0.42401792,0.10616832,0.4849664,0.40894464,0.0606208,0.31850496,5.3477376,0.28770304,0.22740992,0.21233664,0.015138816,0.45481984,0.53018624,1.0747904,0.59113472,0.16646144,0.33357824,0.16646144,0.27262976,57.864486912,105.941041152
"cell_1375","NPOD6009_Head_ROI1",1375,66.29166667,159.5625,0.4685824,0.114688,0.21889024,0.7274496,0.09371648,0.13565952,0.20840448,2.719744,6.916800512,0.19791872,0.48955392,0.20840448,0.43778048,3.7814272,1.4614528,0.54198272,0.114688,0.50003968,0.39583744,0.12517376,0.6455296,4.2729472,0.15597568,0.18743296,0.13565952,0.08323072,0.7602176,0.7602176,2.0905984,2.064384,0.3538944,0.44761088,0.20840448,0.38535168,68.209344512,129.554055168
"cell_1376","NPOD6009_Head_ROI1",1376,154.75,158.8888889,1.7235968,0.36110336,0.13893632,1.114112,0.30539776,0.30539776,0.36110336,12.305760256,5.8916864,0.638976,2.392064,0.30539776,0.36110336,5.636096,1.7498112,0.38862848,0.8585216,0.5275648,0.5832704,0.08323072,0.5832704,4.8365568,1.2189696,0.8323072,0.08323072,0.08323072,0.720896,0.6946816,1.3303808,1.114112,0.13893632,0.47251456,0.22216704,0.5832704,59.55649536,117.1406848
"cell_1377","NPOD6009_Head_ROI1",1377,194.6557377,158.4262295,0.753664,0.131072,0.08192,1.3959168,0.114688,0.196608,0.24576,3.0998528,3.93216,0.16384,0.294912,0.24576,0.294912,4.292608,1.6384,0.458752,0.147456,0.540672,0.344064,0.180224,0.60686336,4.7710208,0.311296,0.196608,0.08192,0.08192,1.2976128,0.6750208,1.9529728,5.013504,0.16384,0.60686336,0.212992,0.278528,73.312567296,134.379077632
"cell_1378","NPOD6009_Head_ROI1",1378,414.8057554,162.0647482,2.0578304,0.28770304,0.30932992,6.2455808,0.2228224,0.26607616,0.28049408,1.1599872,1.96608,0.54657024,0.23003136,0.44630016,0.61145088,14.734065664,1.8284544,0.8323072,0.28049408,8.942583808,0.34537472,0.20119552,0.37421056,4.0173568,0.19398656,0.1441792,0.07929856,0.07929856,3.60448,0.8192,1.4942208,3.3619968,1.0616832,14.460649472,0.34537472,0.23724032,73.2889088,138.030874624
"cell_1379","NPOD6009_Head_ROI1",1379,553.6041667,161.8541667,2.195456,0.28114944,0.3538944,2.3199744,0.33357824,0.21889024,0.24969216,7.67721472,3.637248,6.4684032,2.4576,0.5832704,0.32309248,9.80221952,1.9922944,0.6750208,1.2058624,4.5088768,0.60424192,0.18743296,0.44761088,2.7721728,1.3631488,1.7498112,0.15597568,0.05210112,1.2845056,0.4685824,2.0709376,1.5925248,0.7471104,3.0408704,0.2916352,0.19791872,108.772524032,206.711488512
"cell_1380","NPOD6009_Head_ROI1",1380,915.967033,160.7362637,1.7170432,0.1867776,0.1540096,1.0551296,0.1867776,0.20905984,0.45023232,9.307815936,4.4302336,1.0092544,2.9425664,0.2195456,0.28573696,5.439488,1.6842752,0.47251456,0.50528256,0.41746432,0.3735552,0.12058624,0.3080192,2.3855104,0.9240576,1.2648448,0.1867776,0.054919168,0.48365568,0.48365568,1.47456,0.61538304,0.11010048,0.26345472,0.17563648,0.27459584,105.737879552,194.530443264
"cell_1381","NPOD6009_Head_ROI1",1381,33.04,160.85,0.9371648,0.23986176,0.1998848,0.8716288,0.11993088,0.26017792,0.34996224,3.0932992,3.9387136,0.16973824,0.27983872,0.11993088,0.51970048,4.5088768,1.80224,0.7602176,0.23003136,0.46006272,0.29032448,0.23986176,0.7012352,5.0921472,0.26017792,0.43974656,0.1998848,0.050003968,1.2386304,0.7405568,2.1823488,1.212416,0.15990784,0.3899392,0.33030144,0.3702784,76.721160192,144.282222592
"cell_1382","NPOD6009_Head_ROI1",1382,107.795082,161.9918033,1.0551296,0.196608,0.196608,1.0551296,0.18874368,0.15597568,0.212992,6.1734912,4.4761088,0.6619136,0.58195968,0.27066368,0.360448,4.7710208,1.605632,0.63111168,0.212992,0.294912,0.40173568,0.12320768,0.475136,5.3280768,0.376832,0.311296,0.12320768,0.08192,1.114112,0.7405568,2.0185088,1.1010048,0.22151168,0.46727168,0.262144,0.30343168,61.796057088,111.698444288
"cell_1383","NPOD6009_Head_ROI1",1383,434.7356322,161.6091954,1.9398656,0.28704768,0.35651584,4.161536,0.6094848,0.25296896,0.39059456,2.7721728,2.5034752,0.48300032,0.52887552,0.18415616,0.48300032,9.71276288,2.0119552,1.1862016,0.14942208,6.0030976,0.59768832,0.19529728,0.7340032,4.882432,0.26411008,0.36765696,0.1376256,3.538944,3.8862848,0.7733248,1.7104896,1.4352384,0.57475072,11.689852928,0.35651584,0.23003136,103.231455232,191.301746688
"cell_1384","NPOD6009_Head_ROI1",1384,644.5132743,160.9734513,2.0512768,0.42467328,0.30081024,2.6279936,0.34537472,0.3538944,0.48693248,13.194887168,6.734610432,0.39845888,3.9911424,0.49545216,0.8912896,9.070903296,2.1430272,0.688128,0.9306112,1.0944512,0.442368,0.16842752,0.688128,1.9464192,0.54853632,2.0709376,0.13303808,0.12386304,2.6935296,0.5931008,2.2216704,1.5466496,0.18612224,1.7891328,0.22151168,0.1769472,127.771869184,239.649685504
"cell_1385","NPOD6009_Head_ROI1",1385,709.7564103,161.9230769,1.343488,3.3947648,0.25624576,1.0878976,0.1409024,0.12845056,0.4358144,6.3045632,8.512929792,1.31072,0.4489216,0.21823488,0.53870592,5.4853632,1.5663104,0.56426496,0.17956864,1.114112,0.61538304,0.17956864,0.55115776,4.3057152,0.37158912,0.294912,0.25624576,0.08978432,1.933312,0.6684672,1.7170432,0.53870592,0.21823488,0.53870592,0.2818048,0.34603008,72.642134016,137.886695424
"cell_1386","NPOD6009_Head_ROI1",1386,769.9029126,160.8543689,0.8126464,0.21364736,0.15532032,1.0420224,0.23330816,0.14548992,0.262144,3.6306944,4.2401792,0.09699328,0.5144576,0.19398656,0.33030144,3.4471936,1.5335424,0.49545216,0.18415616,0.9109504,0.22347776,0.15532032,0.32047104,3.6438016,0.15532032,0.34013184,0.10682368,0.009699328,0.62128128,0.7012352,2.3199744,0.688128,0.33030144,0.44630016,0.20381696,0.33030144,112.846372864,208.265347072
"cell_1387","NPOD6009_Head_ROI1",1387,891.2352941,160.9176471,0.8126464,0.17629184,0.1179648,1.4352384,0.30605312,0.1998848,0.27066368,3.7617664,5.0003968,0.22347776,0.41156608,0.23527424,0.30605312,4.6137344,1.4942208,0.58851328,0.2588672,0.43515904,0.5177344,0.09437184,0.37617664,5.7409536,0.16449536,0.32964608,0.15269888,0.047054848,0.7077888,0.8323072,1.8087936,1.1206656,0.23527424,0.56492032,0.21168128,0.1409024,92.530802688,165.837799424
"cell_1388","NPOD6009_Head_ROI1",1388,129.3529412,162.697479,1.1599872,0.20185088,0.15138816,1.081344,0.09240576,0.23527424,0.2686976,5.537792,6.596722688,0.29425664,0.55443456,0.41156608,0.30277632,5.3346304,2.0578304,0.7733248,0.2686976,0.54591488,0.36110336,0.20185088,1.5990784,4.9414144,0.32768,0.30277632,0.1343488,0.050397184,0.65536,1.2845056,1.540096,2.392064,0.21823488,0.7143424,0.22675456,0.23527424,60.572368896,108.396609536
"cell_1389","NPOD6009_Head_ROI1",1389,175.8965517,159.5172414,1.4155776,0.34471936,0.20709376,1.343488,0.20709376,0.20709376,0.17235968,6.965624832,2.654208,0.8257536,3.1391744,0.24117248,0.48300032,5.4460416,1.998848,0.7929856,0.9633792,0.31064064,0.27590656,0.10354688,0.688128,3.7945344,1.1403264,1.933312,0.0688128,0.0688128,0.9633792,0.48300032,1.343488,0.688128,0.34471936,0.1376256,0.55181312,0.17235968,78.242578432,154.967867392
"cell_1390","NPOD6009_Head_ROI1",1390,279.2207792,162.0519481,2.0905984,0.22085632,0.22085632,1.2058624,0.16908288,0.15597568,0.25952256,4.7382528,4.8562176,0.29884416,1.867776,0.7798784,0.24707072,9.07804672,1.6908288,0.63635456,0.42860544,0.58458112,0.19464192,0.25952256,6.520832,3.4275328,0.31195136,1.245184,0.025952256,0.11665408,4.2991616,2.6345472,2.94912,1.0878976,1.0878976,0.7929856,0.19464192,0.10420224,176.600121344,331.459592192
"cell_1391","NPOD6009_Head_ROI1",1391,396.7435897,160.974359,0.950272,0.11534336,0.25624576,1.015808,0.21823488,0.08978432,0.23068672,2.1561344,3.2833536,0.2818048,0.2818048,0.26935296,0.39714816,4.6792704,1.540096,0.53870592,0.08978432,1.245184,0.50003968,0.10289152,0.4358144,3.5913728,0.17956864,0.294912,0.038469632,0.064094208,2.7328512,0.65404928,2.1692416,2.195456,0.33357824,0.7667712,0.16646144,0.2818048,84.308983808,163.553804288
"cell_1392","NPOD6009_Head_ROI1",1392,444.2413793,162.6034483,2.031616,0.18939904,0.31916032,1.2058624,0.24969216,1.015808,0.34471936,2.5427968,3.9911424,0.2588672,0.27590656,0.26738688,0.31064064,4.8627712,1.507328,0.7077888,0.18939904,0.8388608,0.49152,0.15532032,0.4653056,6.5011712,0.18087936,0.16384,0.17235968,0.060358656,1.9464192,0.6750208,1.4548992,2.4117248,0.16384,2.29376,0.31064064,0.4227072,73.23385856,139.329732608
"cell_1393","NPOD6009_Head_ROI1",1393,522.6226415,160.509434,3.4930688,0.49086464,0.37748736,1.6384,0.6619136,0.50921472,0.6619136,33.528807424,2.1102592,0.9240576,1.7760256,0.28311552,0.28311552,10.415243264,2.9622272,0.7340032,0.49086464,1.2648448,0.56623104,0.3964928,0.8323072,3.735552,1.2845056,0.9633792,0.0753664,0.16973824,1.605632,0.7012352,0.9633792,2.8311552,0.30212096,3.1326208,0.43384832,0.16973824,40.434597888,75.774754816
"cell_1394","NPOD6009_Head_ROI1",1394,591.1632653,161,0.9371648,0.08192,0.10223616,0.5308416,0.14286848,0.10223616,0.1835008,2.4510464,8.97974272,0.48955392,0.24510464,0.2654208,0.08192,2.8377088,1.0616832,0.40828928,0.14286848,0.4489216,0.14286848,0.08192,0.38797312,4.7120384,0.1835008,0.040828928,0.040828928,0.020381696,2.6935296,0.40828928,1.736704,1.245184,0.10223616,0.32636928,0.20381696,0.22478848,47.551741952,90.899349504
"cell_1395","NPOD6009_Head_ROI1",1395,602.1085271,163.1162791,1.0616832,0.10878976,0.13172736,1.1337728,0.26345472,0.147456,0.36438016,3.014656,7.03889408,0.20185088,0.44957696,0.24838144,0.39518208,3.3554432,1.7235968,0.58916864,0.20185088,0.6356992,0.27131904,0.12386304,0.51183616,5.2625408,0.16252928,0.34865152,0.10878976,0.06946816,1.5990784,0.6946816,2.2872064,1.9464192,0.18612224,0.42663936,0.24051712,0.3178496,95.606079488,177.491083264
"cell_1396","NPOD6009_Head_ROI1",1396,672.5060241,162.3493976,1.9136512,0.3375104,0.24117248,1.409024,0.22872064,0.16842752,0.34930688,10.15676928,6.193152,2.5755648,3.3161216,0.21692416,0.4096,7.277248512,2.1692416,0.53018624,0.9306112,0.6619136,0.42139648,0.18087936,0.65077248,4.0108032,0.7798784,2.5755648,0.13238272,0.08454144,1.2648448,0.8192,2.588672,1.3959168,0.16842752,0.36175872,0.25296896,0.21692416,132.869521408,251.268890624
"cell_1397","NPOD6009_Head_ROI1",1397,877.7446809,164.6453901,1.2976128,0.15597568,0.29097984,1.2582912,0.2555904,0.28377088,0.36175872,9.390194688,6.4159744,1.0878976,2.3199744,0.24117248,0.33357824,5.2166656,1.540096,0.54591488,0.475136,0.46792704,0.35454976,0.18415616,0.3473408,4.6596096,0.8585216,1.245184,0.10616832,0.09961472,0.48955392,0.5603328,1.409024,1.114112,0.14155776,0.3473408,0.2195456,0.32636928,58.582433792,111.561998336
